Date,Trap,Latitude,Longitude,Tavg,DewPoint,PrecipTotal,Species_CULEX ERRATICUS,Species_CULEX PIPIENS,Species_CULEX PIPIENS/RESTUANS,Species_CULEX RESTUANS,Species_CULEX SALINARIUS,Species_CULEX TARSALIS,Species_CULEX TERRITANS
2013-12-07,T002,41.95469,-87.800991,71.0,53.5,0.0,0,0,0,1,0,0,0
2011-12-09,T151,41.916265,-87.800515,75.0,59.0,0.0,0,0,1,0,0,0,0
2013-06-21,T221,41.659112,-87.53869300000001,76.5,64.0,0.45,0,0,1,0,0,0,0
2009-06-22,T903,41.957799,-87.930995,79.5,67.0,0.075,0,0,1,0,0,0,0
2007-06-26,T028,41.986921,-87.689778,81.5,69.0,0.0805,0,0,0,1,0,0,0
2007-01-08,T069,41.768388,-87.678649,80.5,62.5,0.0,0,0,0,1,0,0,0
2007-07-08,T162,41.725516999999996,-87.61425799999999,82.5,73.0,0.685,0,1,0,0,0,0,0
2007-08-24,T078,41.775051,-87.65535600000001,75.0,67.0,0.22,0,1,0,0,0,0,0
2007-08-15,T102,41.750498,-87.605294,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-07-25,T138,41.726465000000005,-87.585413,77.5,60.5,0.0005,0,0,1,0,0,0,0
2009-07-17,T081,41.821582,-87.62779599999999,64.0,51.5,0.0005,0,0,1,0,0,0,0
2011-02-09,T900,41.974689,-87.890615,85.5,69.0,0.0005,0,1,0,0,0,0,0
2011-11-07,T031,41.801497999999995,-87.763416,80.0,70.5,0.26,0,0,0,0,0,0,1
2013-07-25,T008,42.008314,-87.77792099999999,69.5,53.0,0.0,0,0,0,1,0,0,0
2013-08-08,T212,41.680946,-87.535198,73.0,55.5,0.0,0,0,1,0,0,0,0
2009-07-17,T069,41.768388,-87.678649,64.0,51.5,0.0005,0,0,0,1,0,0,0
2009-07-24,T073,41.773215,-87.60088,72.5,59.5,0.165,0,0,1,0,0,0,0
2009-06-19,T115,41.673408,-87.599862,76.5,67.5,2.42,0,0,1,0,0,0,0
2007-07-19,T074,41.822536,-87.66634300000001,73.0,62.5,0.085,0,0,0,1,0,0,0
2007-07-27,T066,41.77166,-87.703047,77.0,67.5,0.10500000000000001,0,0,1,0,0,0,0
2011-11-07,T147,41.932094,-87.700117,80.0,70.5,0.26,0,0,1,0,0,0,0
2013-07-19,T099,41.733643,-87.55551,85.0,69.5,0.2905,0,0,1,0,0,0,0
2013-09-26,T135,41.662014,-87.72460799999999,64.0,52.0,0.0,0,1,0,0,0,0,0
2013-09-19,T900,41.974689,-87.890615,77.0,67.0,0.4205,0,1,0,0,0,0,0
2007-08-22,T138,41.726465000000005,-87.585413,80.0,70.5,0.625,0,1,0,0,0,0,0
2009-03-09,T145,41.878114000000004,-87.629798,66.0,54.5,0.0,0,0,0,0,1,0,0
2009-07-17,T031,41.801497999999995,-87.763416,64.0,51.5,0.0005,0,0,1,0,0,0,0
2013-08-22,T011,41.944869,-87.832763,73.0,66.5,0.295,0,0,1,0,0,0,0
2009-07-17,T221,41.659112,-87.53869300000001,64.0,51.5,0.0005,0,0,1,0,0,0,0
2009-09-14,T094,41.720848,-87.666014,71.5,55.5,0.0,0,0,1,0,0,0,0
2013-06-09,T235,41.776428,-87.627096,73.0,56.5,0.0,0,1,0,0,0,0,0
2009-09-17,T200,41.678618,-87.559308,62.0,51.5,0.0,0,1,0,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2013-08-08,T102,41.750498,-87.605294,73.0,55.5,0.0,0,0,1,0,0,0,0
2013-01-08,T226,41.793818,-87.654234,71.5,55.5,0.0,0,0,1,0,0,0,0
2013-08-15,T128,41.704572,-87.56566600000001,65.5,51.5,0.0,0,0,1,0,0,0,0
2011-06-24,T039,41.911823999999996,-87.726737,64.0,55.5,0.0,0,0,1,0,0,0,0
2007-12-09,T048,41.867108,-87.654224,56.5,42.5,0.0,0,0,1,0,0,0,0
2011-08-19,T900,41.974689,-87.890615,76.5,62.5,0.0,0,0,0,1,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2013-12-09,T235,41.776428,-87.627096,72.5,58.5,0.0305,0,1,0,0,0,0,0
2013-09-26,T063,41.82561,-87.726549,64.0,52.0,0.0,0,1,0,0,0,0,0
2013-06-14,T900,41.974689,-87.890615,67.0,50.5,0.0,0,0,0,1,0,0,0
2009-07-27,T209,41.740641,-87.546587,74.5,61.0,0.025,0,0,0,1,0,0,0
2013-08-07,T094B,41.71914,-87.669539,78.5,70.5,0.6699999999999999,0,0,0,1,0,0,0
2011-07-29,T002,41.95469,-87.800991,79.5,68.0,0.53,0,1,0,0,0,0,0
2007-08-15,T050,41.919343,-87.694259,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-08-22,T135,41.662014,-87.72460799999999,80.0,70.5,0.625,0,1,0,0,0,0,0
2007-07-18,T008,42.008314,-87.77792099999999,77.0,68.5,1.235,0,1,0,0,0,0,0
2007-08-08,T128,41.704572,-87.56566600000001,80.5,71.5,0.075,0,1,0,0,0,0,0
2007-01-08,T011,41.944869,-87.832763,80.5,62.5,0.0,0,0,0,1,0,0,0
2007-08-24,T067,41.759346,-87.745602,75.0,67.0,0.22,0,1,0,0,0,0,0
2009-05-06,T073,41.773215,-87.60088,63.0,43.5,0.0,0,1,0,0,0,0,0
2009-07-08,T009,41.992478000000006,-87.862995,70.0,59.0,0.28,0,1,0,0,0,0,0
2007-08-16,T128,41.704572,-87.56566600000001,71.5,64.5,0.0,0,1,0,0,0,0,0
2007-08-28,T200,41.678618,-87.559308,79.5,65.5,0.0,0,0,0,0,0,0,1
2007-11-07,T218,41.948167,-87.730698,70.0,51.0,0.0,0,0,0,1,0,0,0
2013-01-08,T128,41.704572,-87.56566600000001,71.5,55.5,0.0,0,0,0,1,0,0,0
2007-07-18,T218,41.948167,-87.730698,77.0,68.5,1.235,0,0,1,0,0,0,0
2007-02-07,T090,41.868077,-87.666901,67.0,50.0,0.0,0,0,0,1,0,0,0
2007-08-08,T138,41.726465000000005,-87.585413,80.5,71.5,0.075,0,1,0,0,0,0,0
2007-08-15,T096,41.731922,-87.677512,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-12-09,T067,41.759346,-87.745602,56.5,42.5,0.0,0,0,1,0,0,0,0
2007-08-21,T088,41.869107,-87.69629300000001,77.5,70.0,0.0055,0,1,0,0,0,0,0
2007-12-09,T150,42.006858,-87.675919,56.5,42.5,0.0,0,0,1,0,0,0,0
2011-06-17,T031,41.801497999999995,-87.763416,72.0,60.0,0.0,0,0,0,1,0,0,0
2009-08-25,T043,41.857402,-87.694991,71.5,61.0,0.0,0,0,1,0,0,0,0
2007-01-08,T103,41.702723999999996,-87.536497,80.5,62.5,0.0,0,0,1,0,0,0,0
2009-09-14,T220,41.963976,-87.69181,71.5,55.5,0.0,0,0,0,1,0,0,0
2009-06-26,T033,41.906638,-87.701431,78.5,60.5,0.0,0,0,1,0,0,0,0
2011-07-15,T008,42.008314,-87.77792099999999,79.0,60.0,0.0005,0,0,1,0,0,0,0
2007-05-09,T155,41.776156,-87.778927,80.0,62.5,0.0005,0,0,1,0,0,0,0
2009-07-31,T094,41.720848,-87.666014,71.0,54.5,0.0,0,0,0,1,0,0,0
2011-10-06,T066,41.77166,-87.703047,60.5,56.0,0.48,0,0,0,1,0,0,0
2013-08-08,T235,41.776428,-87.627096,73.0,55.5,0.0,0,0,0,1,0,0,0
2007-09-08,T013,41.923738,-87.785288,78.5,71.0,0.255,0,0,0,1,0,0,0
2009-10-07,T048,41.867108,-87.654224,74.5,64.5,0.1,0,0,1,0,0,0,0
2013-01-08,T083,41.754292,-87.590773,71.5,55.5,0.0,0,0,1,0,0,0,0
2007-11-07,T086,41.688324,-87.676709,70.0,51.0,0.0,0,0,1,0,0,0,0
2007-01-08,T047,41.868142,-87.696269,80.5,62.5,0.0,0,1,0,0,0,0,0
2011-07-25,T900,41.974689,-87.890615,81.5,66.5,0.005,0,0,1,0,0,0,0
2013-01-08,T008,42.008314,-87.77792099999999,71.5,55.5,0.0,0,1,0,0,0,0,0
2011-12-08,T094,41.720848,-87.666014,72.5,58.0,0.0,0,0,1,0,0,0,0
2013-07-19,T114,41.798697,-87.736812,85.0,69.5,0.2905,0,0,1,0,0,0,0
2007-11-07,T114,41.798697,-87.736812,70.0,51.0,0.0,0,0,0,1,0,0,0
2013-08-15,T027,41.984809000000006,-87.728492,65.5,51.5,0.0,0,0,1,0,0,0,0
2009-02-06,T066,41.77166,-87.703047,55.0,46.5,0.09,0,0,1,0,0,0,0
2007-09-24,T031,41.801497999999995,-87.763416,80.0,62.5,0.0,0,1,0,0,0,0,0
2007-11-07,T088,41.869107,-87.69629300000001,70.0,51.0,0.0,0,0,1,0,0,0,0
2011-10-06,T160,41.903002,-87.68826700000001,60.5,56.0,0.48,0,0,1,0,0,0,0
2013-06-28,T900,41.974689,-87.890615,75.5,60.5,0.0805,0,0,0,1,0,0,0
2011-10-06,T900,41.974689,-87.890615,60.5,56.0,0.48,0,0,0,1,0,0,0
2013-08-22,T008,42.008314,-87.77792099999999,73.0,66.5,0.295,0,1,0,0,0,0,0
2007-11-07,T114,41.798697,-87.736812,70.0,51.0,0.0,0,0,1,0,0,0,0
2007-04-09,T003,41.964242,-87.757639,77.5,59.5,0.0,0,0,1,0,0,0,0
2009-03-09,T135,41.662014,-87.72460799999999,66.0,54.5,0.0,0,0,1,0,0,0,0
2009-09-17,T048,41.867108,-87.654224,62.0,51.5,0.0,0,0,1,0,0,0,0
2011-06-30,T900,41.974689,-87.890615,76.0,61.5,0.0155,0,0,1,0,0,0,0
2011-11-07,T232,41.912563,-87.66805500000001,80.0,70.5,0.26,0,0,1,0,0,0,0
2011-07-25,T223,41.973845000000004,-87.805059,81.5,66.5,0.005,0,0,1,0,0,0,0
2011-11-07,T225,41.743402,-87.731435,80.0,70.5,0.26,0,0,1,0,0,0,0
2013-06-14,T035,41.763733,-87.742302,67.0,50.5,0.0,0,0,0,1,0,0,0
2013-12-07,T017,41.960615999999995,-87.777189,71.0,53.5,0.0,0,0,0,1,0,0,0
2011-09-16,T094,41.720848,-87.666014,53.0,39.0,0.0,0,0,1,0,0,0,0
2007-08-15,T039,41.911823999999996,-87.726737,76.5,68.0,0.53,0,0,1,0,0,0,0
2009-09-25,T147,41.932094,-87.700117,65.0,57.0,0.09,0,0,1,0,0,0,0
2013-07-25,T115,41.673408,-87.599862,69.5,53.0,0.0,0,0,1,0,0,0,0
2013-08-08,T115,41.673408,-87.599862,73.0,55.5,0.0,0,0,1,0,0,0,0
2013-08-07,T002,41.95469,-87.800991,78.5,70.5,0.6699999999999999,0,0,1,0,0,0,0
2007-11-07,T160,41.903002,-87.68826700000001,70.0,51.0,0.0,0,0,1,0,0,0,0
2009-07-31,T220,41.963976,-87.69181,71.0,54.5,0.0,0,0,1,0,0,0,0
2013-06-09,T048,41.867108,-87.654224,73.0,56.5,0.0,0,1,0,0,0,0,0
2011-07-29,T054,41.921965,-87.632085,79.5,68.0,0.53,0,0,1,0,0,0,0
2013-06-14,T009,41.992478000000006,-87.862995,67.0,50.5,0.0,0,0,1,0,0,0,0
2013-06-28,T079,41.766202,-87.562889,75.5,60.5,0.0805,0,0,0,1,0,0,0
2007-07-27,T030,41.899229999999996,-87.716788,77.0,67.5,0.10500000000000001,0,0,0,1,0,0,0
2009-12-06,T054,41.921965,-87.632085,61.5,49.0,0.001,0,0,0,1,0,0,0
2007-09-19,T155,41.776156,-87.778927,75.5,59.0,0.0,0,0,1,0,0,0,0
2007-07-08,T159,41.732984,-87.649642,82.5,73.0,0.685,0,0,0,0,0,0,1
2009-09-17,T054,41.921965,-87.632085,62.0,51.5,0.0,0,0,1,0,0,0,0
2007-08-22,T115,41.673408,-87.599862,80.0,70.5,0.625,0,1,0,0,0,0,0
2007-08-22,T115,41.673408,-87.599862,80.0,70.5,0.625,0,1,0,0,0,0,0
2009-09-17,T212,41.680946,-87.535198,62.0,51.5,0.0,0,0,0,1,0,0,0
2007-04-09,T018,42.010412,-87.66214000000001,77.5,59.5,0.0,0,0,0,1,0,0,0
2007-08-15,T076,41.794781,-87.615989,76.5,68.0,0.53,0,0,1,0,0,0,0
2013-08-07,T227,41.728495,-87.60096300000001,78.5,70.5,0.6699999999999999,0,0,0,1,0,0,0
2007-02-07,T142,41.953067,-87.776792,67.0,50.0,0.0,0,0,1,0,0,0,0
2007-07-25,T115,41.673408,-87.599862,77.5,60.5,0.0005,0,1,0,0,0,0,0
2009-09-17,T048,41.867108,-87.654224,62.0,51.5,0.0,0,1,0,0,0,0,0
2013-08-08,T158,41.682587,-87.707973,73.0,55.5,0.0,0,0,1,0,0,0,0
2007-07-18,T031,41.801497999999995,-87.763416,77.0,68.5,1.235,0,1,0,0,0,0,0
2011-08-26,T002,41.95469,-87.800991,71.5,58.0,0.0,0,0,0,1,0,0,0
2009-03-09,T114,41.798697,-87.736812,66.0,54.5,0.0,0,0,1,0,0,0,0
2009-01-10,T225,41.743402,-87.731435,51.0,46.0,0.74,0,0,1,0,0,0,0
2009-07-31,T008,42.008314,-87.77792099999999,71.0,54.5,0.0,0,0,0,1,0,0,0
2011-12-08,T073,41.773215,-87.60088,72.5,58.0,0.0,0,0,0,1,0,0,0
2013-08-22,T231,41.98728,-87.666066,73.0,66.5,0.295,0,1,0,0,0,0,0
2013-12-09,T002,41.95469,-87.800991,72.5,58.5,0.0305,0,1,0,0,0,0,0
2009-10-07,T153,41.907645,-87.760886,74.5,64.5,0.1,0,0,1,0,0,0,0
2007-06-26,T045,41.9216,-87.666455,81.5,69.0,0.0805,0,0,1,0,0,0,0
2011-07-25,T152,41.846075,-87.716277,81.5,66.5,0.005,0,1,0,0,0,0,0
2011-05-08,T159,41.732984,-87.649642,76.5,68.0,0.001,0,1,0,0,0,0,0
2007-08-15,T075,41.799282,-87.585487,76.5,68.0,0.53,0,0,0,1,0,0,0
2011-08-26,T069,41.768388,-87.678649,71.5,58.0,0.0,0,0,1,0,0,0,0
2013-06-28,T099,41.733643,-87.55551,75.5,60.5,0.0805,0,0,0,1,0,0,0
2013-12-07,T900,41.974689,-87.890615,71.0,53.5,0.0,0,0,1,0,0,0,0
2013-07-06,T903,41.957799,-87.930995,60.5,44.5,0.0005,0,0,0,1,0,0,0
2013-07-19,T074,41.822536,-87.66634300000001,85.0,69.5,0.2905,0,0,0,1,0,0,0
2007-09-19,T071,41.781416,-87.77653199999999,75.5,59.0,0.0,0,0,1,0,0,0,0
2007-07-27,T048,41.867108,-87.654224,77.0,67.5,0.10500000000000001,0,0,1,0,0,0,0
2007-09-24,T095,41.704336,-87.70373599999999,80.0,62.5,0.0,0,1,0,0,0,0,0
2011-09-30,T903,41.957799,-87.930995,52.0,41.5,0.13,0,0,0,1,0,0,0
2013-09-19,T230,41.904194,-87.756155,77.0,67.0,0.4205,0,0,1,0,0,0,0
2007-07-08,T143,41.999128999999996,-87.795585,82.5,73.0,0.685,0,0,1,0,0,0,0
2007-06-29,T043,41.857402,-87.694991,63.5,55.5,0.0,0,0,0,1,0,0,0
2007-02-08,T103,41.702723999999996,-87.536497,81.5,66.0,0.0,0,0,1,0,0,0,0
2009-05-28,T135,41.662014,-87.72460799999999,59.0,51.0,0.0,0,0,1,0,0,0,0
2007-09-24,T156,41.772846,-87.740029,80.0,62.5,0.0,0,0,1,0,0,0,0
2007-07-25,T115,41.673408,-87.599862,77.5,60.5,0.0005,0,0,1,0,0,0,0
2011-05-08,T232,41.912563,-87.66805500000001,76.5,68.0,0.001,0,0,1,0,0,0,0
2011-12-09,T230,41.904194,-87.756155,75.0,59.0,0.0,0,0,0,1,0,0,0
2009-05-06,T135,41.662014,-87.72460799999999,63.0,43.5,0.0,0,1,0,0,0,0,0
2013-12-07,T900,41.974689,-87.890615,71.0,53.5,0.0,0,0,0,1,0,0,0
2007-04-10,T001,41.953705,-87.733974,68.5,56.0,0.0,0,1,0,0,0,0,0
2009-09-17,T054,41.921965,-87.632085,62.0,51.5,0.0,0,0,0,1,0,0,0
2007-04-10,T067,41.759346,-87.745602,68.5,56.0,0.0,0,1,0,0,0,0,0
2011-08-19,T232,41.912563,-87.66805500000001,76.5,62.5,0.0,0,1,0,0,0,0,0
2013-01-08,T047,41.868142,-87.696269,71.5,55.5,0.0,0,1,0,0,0,0,0
2007-08-24,T003,41.964242,-87.757639,75.0,67.0,0.22,0,0,0,1,0,0,0
2009-07-27,T089,41.723195000000004,-87.64997,74.5,61.0,0.025,0,0,0,1,0,0,0
2013-08-15,T209,41.740641,-87.546587,65.5,51.5,0.0,0,1,0,0,0,0,0
2013-08-08,T008,42.008314,-87.77792099999999,73.0,55.5,0.0,0,0,1,0,0,0,0
2009-07-31,T900,41.974689,-87.890615,71.0,54.5,0.0,0,0,0,1,0,0,0
2007-04-10,T049,41.896282,-87.655232,68.5,56.0,0.0,0,1,0,0,0,0,0
2013-08-07,T002,41.95469,-87.800991,78.5,70.5,0.6699999999999999,0,0,0,1,0,0,0
2007-08-22,T100,41.717753,-87.531657,80.0,70.5,0.625,0,1,0,0,0,0,0
2009-07-13,T900,41.974689,-87.890615,71.0,47.0,0.0,0,0,0,1,0,0,0
2007-07-08,T143,41.999128999999996,-87.795585,82.5,73.0,0.685,0,1,0,0,0,0,0
2007-08-15,T107,41.729669,-87.582699,76.5,68.0,0.53,0,0,1,0,0,0,0
2013-06-09,T066,41.77166,-87.703047,73.0,56.5,0.0,0,1,0,0,0,0,0
2007-06-09,T115,41.673408,-87.599862,78.5,66.5,0.13,0,0,1,0,0,0,0
2013-06-21,T151,41.916265,-87.800515,76.5,64.0,0.45,0,0,0,1,0,0,0
2007-06-09,T115,41.673408,-87.599862,78.5,66.5,0.13,0,0,1,0,0,0,0
2007-04-10,T075,41.799282,-87.585487,68.5,56.0,0.0,0,0,1,0,0,0,0
2007-08-21,T015,41.974089,-87.824812,77.5,70.0,0.0055,0,0,1,0,0,0,0
2013-08-22,T008,42.008314,-87.77792099999999,73.0,66.5,0.295,0,0,1,0,0,0,0
2007-01-08,T138,41.726465000000005,-87.585413,80.5,62.5,0.0,0,1,0,0,0,0,0
2011-09-16,T900,41.974689,-87.890615,53.0,39.0,0.0,0,1,0,0,0,0,0
2007-01-08,T044,41.883284,-87.705085,80.5,62.5,0.0,0,0,0,1,0,0,0
2011-11-07,T003,41.964242,-87.757639,80.0,70.5,0.26,0,0,1,0,0,0,0
2007-12-09,T066,41.77166,-87.703047,56.5,42.5,0.0,0,0,1,0,0,0,0
2009-01-10,T200,41.678618,-87.559308,51.0,46.0,0.74,0,1,0,0,0,0,0
2007-07-08,T079,41.766202,-87.562889,82.5,73.0,0.685,0,1,0,0,0,0,0
2007-04-10,T066,41.77166,-87.703047,68.5,56.0,0.0,0,1,0,0,0,0,0
2011-09-23,T233,42.009876,-87.807277,55.0,45.0,0.01,0,0,0,1,0,0,0
2007-12-09,T107,41.729669,-87.582699,56.5,42.5,0.0,0,1,0,0,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2007-12-09,T049,41.896282,-87.655232,56.5,42.5,0.0,0,1,0,0,0,0,0
2007-07-19,T014,41.970248,-87.787992,73.0,62.5,0.085,0,1,0,0,0,0,0
2013-06-14,T209,41.740641,-87.546587,67.0,50.5,0.0,0,0,1,0,0,0,0
2009-06-22,T900,41.974689,-87.890615,79.5,67.0,0.075,0,0,1,0,0,0,0
2007-01-08,T072,41.74785,-87.70271600000001,80.5,62.5,0.0,0,0,1,0,0,0,0
2007-06-29,T218,41.948167,-87.730698,63.5,55.5,0.0,0,0,0,1,0,0,0
2013-01-08,T223,41.973845000000004,-87.805059,71.5,55.5,0.0,0,0,0,1,0,0,0
2013-09-19,T089,41.723195000000004,-87.64997,77.0,67.0,0.4205,0,0,1,0,0,0,0
2007-05-06,T002,41.95469,-87.800991,56.5,47.5,0.345,0,1,0,0,0,0,0
2007-02-07,T047,41.868142,-87.696269,67.0,50.0,0.0,0,0,0,1,0,0,0
2011-07-25,T012,41.991429,-87.747113,81.5,66.5,0.005,0,0,1,0,0,0,0
2007-08-15,T154,41.918704999999996,-87.752329,76.5,68.0,0.53,0,0,0,1,0,0,0
2007-01-08,T218,41.948167,-87.730698,80.5,62.5,0.0,0,0,1,0,0,0,0
2013-01-08,T011,41.944869,-87.832763,71.5,55.5,0.0,0,0,1,0,0,0,0
2009-07-08,T151,41.916265,-87.800515,70.0,59.0,0.28,0,1,0,0,0,0,0
2011-09-23,T049,41.896282,-87.655232,55.0,45.0,0.01,0,0,1,0,0,0,0
2007-08-15,T135,41.662014,-87.72460799999999,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-11-07,T048,41.867108,-87.654224,70.0,51.0,0.0,0,0,0,1,0,0,0
2007-05-06,T146,41.958271,-87.702575,56.5,47.5,0.345,0,0,1,0,0,0,0
2007-07-18,T138,41.726465000000005,-87.585413,77.0,68.5,1.235,0,0,0,1,0,0,0
2007-02-08,T090,41.868077,-87.666901,81.5,66.0,0.0,0,0,0,1,0,0,0
2011-07-15,T090,41.868077,-87.666901,79.0,60.0,0.0005,0,0,1,0,0,0,0
2013-06-27,T048,41.867108,-87.654224,78.0,66.0,0.755,0,0,0,1,0,0,0
2013-06-28,T158,41.682587,-87.707973,75.5,60.5,0.0805,0,0,1,0,0,0,0
2009-10-07,T030,41.899229999999996,-87.716788,74.5,64.5,0.1,0,0,0,1,0,0,0
2013-08-08,T083,41.754292,-87.590773,73.0,55.5,0.0,0,0,0,1,0,0,0
2009-06-19,T151,41.916265,-87.800515,76.5,67.5,2.42,0,0,0,1,0,0,0
2011-01-09,T046,41.891118,-87.65449100000001,83.0,70.5,0.0,0,1,0,0,0,0,0
2007-05-09,T115,41.673408,-87.599862,80.0,62.5,0.0005,0,1,0,0,0,0,0
2007-06-09,T115,41.673408,-87.599862,78.5,66.5,0.13,0,0,0,1,0,0,0
2013-06-28,T073,41.773215,-87.60088,75.5,60.5,0.0805,0,0,1,0,0,0,0
2007-07-08,T082,41.803422999999995,-87.642984,82.5,73.0,0.685,0,0,1,0,0,0,0
2011-08-26,T080,41.754676,-87.612922,71.5,58.0,0.0,0,0,1,0,0,0,0
2011-07-25,T135,41.662014,-87.72460799999999,81.5,66.5,0.005,0,0,0,0,0,0,1
2013-06-21,T089,41.723195000000004,-87.64997,76.5,64.0,0.45,0,0,0,1,0,0,0
2011-12-09,T079,41.766202,-87.562889,75.0,59.0,0.0,0,0,1,0,0,0,0
2007-07-27,T151,41.916265,-87.800515,77.0,67.5,0.10500000000000001,0,0,0,1,0,0,0
2009-08-13,T090,41.868077,-87.666901,74.0,55.0,0.0,0,1,0,0,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2011-06-17,T900,41.974689,-87.890615,72.0,60.0,0.0,0,0,0,1,0,0,0
2007-08-21,T153,41.907645,-87.760886,77.5,70.0,0.0055,0,0,1,0,0,0,0
2007-07-08,T100,41.717753,-87.531657,82.5,73.0,0.685,0,1,0,0,0,0,0
2007-08-08,T115,41.673408,-87.599862,80.5,71.5,0.075,0,1,0,0,0,0,0
2011-02-09,T159,41.732984,-87.649642,85.5,69.0,0.0005,0,0,1,0,0,0,0
2009-09-17,T128,41.704572,-87.56566600000001,62.0,51.5,0.0,0,1,0,0,0,0,0
2007-06-09,T138,41.726465000000005,-87.585413,78.5,66.5,0.13,0,0,1,0,0,0,0
2013-06-21,T090,41.868077,-87.666901,76.5,64.0,0.45,0,0,1,0,0,0,0
2007-09-24,T036,41.837084999999995,-87.729384,80.0,62.5,0.0,0,0,1,0,0,0,0
2009-08-27,T228,41.951865999999995,-87.72505699999999,64.5,60.5,1.0699999999999998,0,0,1,0,0,0,0
2007-09-08,T200,41.678618,-87.559308,78.5,71.0,0.255,0,1,0,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2011-06-30,T081,41.821582,-87.62779599999999,76.0,61.5,0.0155,0,0,0,1,0,0,0
2009-12-06,T031,41.801497999999995,-87.763416,61.5,49.0,0.001,0,0,1,0,0,0,0
2007-08-28,T115,41.673408,-87.599862,79.5,65.5,0.0,0,1,0,0,0,0,0
2013-06-21,T077,41.778748,-87.586427,76.5,64.0,0.45,0,0,0,1,0,0,0
2009-07-13,T115,41.673408,-87.599862,71.0,47.0,0.0,0,0,1,0,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2007-08-15,T103,41.702723999999996,-87.536497,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-02-08,T081,41.821582,-87.62779599999999,81.5,66.0,0.0,0,0,0,1,0,0,0
2011-08-26,T226,41.793818,-87.654234,71.5,58.0,0.0,0,0,1,0,0,0,0
2007-01-08,T085,41.721474,-87.648064,80.5,62.5,0.0,0,1,0,0,0,0,0
2013-06-27,T230,41.904194,-87.756155,78.0,66.0,0.755,0,0,0,1,0,0,0
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2013-08-07,T079,41.766202,-87.562889,78.5,70.5,0.6699999999999999,0,0,0,1,0,0,0
2007-08-17,T209,41.740641,-87.546587,71.5,54.0,0.0,0,0,1,0,0,0,0
2011-01-09,T145,41.878114000000004,-87.629798,83.0,70.5,0.0,0,0,1,0,0,0,0
2013-09-19,T027,41.984809000000006,-87.728492,77.0,67.0,0.4205,0,1,0,0,0,0,0
2007-12-09,T013,41.923738,-87.785288,56.5,42.5,0.0,0,1,0,0,0,0,0
2011-11-07,T002,41.95469,-87.800991,80.0,70.5,0.26,0,1,0,0,0,0,0
2009-06-15,T900,41.974689,-87.890615,68.0,49.0,0.0,0,0,1,0,0,0,0
2007-08-15,T077,41.778748,-87.586427,76.5,68.0,0.53,0,0,1,0,0,0,0
2013-12-09,T027,41.984809000000006,-87.728492,72.5,58.5,0.0305,0,0,1,0,0,0,0
2013-08-08,T236,41.994679,-87.770899,73.0,55.5,0.0,0,0,1,0,0,0,0
2009-07-17,T209,41.740641,-87.546587,64.0,51.5,0.0005,0,1,0,0,0,0,0
2007-08-08,T115,41.673408,-87.599862,80.5,71.5,0.075,0,0,1,0,0,0,0
2013-08-15,T012,41.991429,-87.747113,65.5,51.5,0.0,0,0,0,1,0,0,0
2009-09-17,T089,41.723195000000004,-87.64997,62.0,51.5,0.0,0,1,0,0,0,0,0
2007-07-18,T200,41.678618,-87.559308,77.0,68.5,1.235,0,0,0,0,0,0,1
2007-08-16,T115,41.673408,-87.599862,71.5,64.5,0.0,0,1,0,0,0,0,0
2007-07-27,T061,41.801179,-87.679447,77.0,67.5,0.10500000000000001,0,0,1,0,0,0,0
2011-09-16,T147,41.932094,-87.700117,53.0,39.0,0.0,0,0,1,0,0,0,0
2011-07-15,T223,41.973845000000004,-87.805059,79.0,60.0,0.0005,0,0,1,0,0,0,0
2009-07-27,T209,41.740641,-87.546587,74.5,61.0,0.025,0,1,0,0,0,0,0
2011-07-15,T230,41.904194,-87.756155,79.0,60.0,0.0005,0,0,0,1,0,0,0
2007-01-08,T103,41.702723999999996,-87.536497,80.5,62.5,0.0,0,0,1,0,0,0,0
2009-12-06,T028,41.986921,-87.689778,61.5,49.0,0.001,0,1,0,0,0,0,0
2007-08-15,T220,41.963976,-87.69181,76.5,68.0,0.53,0,1,0,0,0,0,0
2007-09-18,T028,41.986921,-87.689778,77.0,57.5,0.0,0,0,1,0,0,0,0
2011-06-24,T144,41.94016,-87.794896,64.0,55.5,0.0,0,0,0,1,0,0,0
2009-10-07,T003,41.964242,-87.757639,74.5,64.5,0.1,0,0,0,1,0,0,0
